GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1613434443	2023-10-23 19:29:24.624817	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Ambalantota	LK-33-001					Kalametiya Bird Sanctuary	L5662667	H	6.0906125	80.9354124	2023-01-23	15:00:00	obsr2830858	S126777831	Traveling	P22	EBIRD	217	8.310		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1602799231	2023-10-22 03:06:25.412423	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Angunakolapelessa	LK-33-002					Southern Expressway, Southern Province, LK (6.166, 80.854)	L22146932	P	6.1658488	80.8537020	2023-01-10	14:08:00	obsr1377693	S125834305	Traveling	P22	EBIRD	20	2.000		2	1	G9469525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1602946301	2023-10-22 03:06:26.35024	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Angunakolapelessa	LK-33-002					Southern Expressway, Southern Province, LK (6.166, 80.854)	L22146932	P	6.1658488	80.8537020	2023-01-10	14:08:00	obsr1508301	S125847575	Traveling	P22	EBIRD	20	2.000		2	1	G9469525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1333946025	2023-10-22 02:58:59.721743	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Ampitiya Lake, Beliatta, Southern Province, LK (6.041, 80.741)	L17637822	P	6.0412961	80.7412477	2022-02-04	11:31:00	obsr1001147	S101986318	Traveling	P22	EBIRD	22	0.150		5	1	G7820995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334059371	2023-10-22 02:59:01.906337	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Ampitiya Lake, Beliatta, Southern Province, LK (6.041, 80.741)	L17637822	P	6.0412961	80.7412477	2022-02-04	11:31:00	obsr580318	S101993609	Traveling	P22	EBIRD	22	0.150		5	1	G7820995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334049497	2023-10-22 02:59:01.490783	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Isuru Villa - Beliaththa	L17638131	P	6.0424899	80.7549121	2022-02-04	13:04:00	obsr333980	S101992304	Stationary	P21	EBIRD	40			5	1	G7821285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1333936903	2023-10-22 02:58:59.264892	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Ampitiya Lake, Beliatta, Southern Province, LK (6.041, 80.741)	L17637822	P	6.0412961	80.7412477	2022-02-04	11:31:00	obsr225081	S101985695	Traveling	P22	EBIRD	22	0.150		5	1	G7820995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334035818	2023-10-22 02:59:00.514813	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Isuru Villa - Beliaththa	L17638131	P	6.0424899	80.7549121	2022-02-04	13:04:00	obsr225081	S101991211	Stationary	P21	EBIRD	40			5	1	G7821285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1333963114	2023-10-22 02:58:59.810754	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Isuru Villa - Beliaththa	L17638131	P	6.0424899	80.7549121	2022-02-04	13:04:00	obsr1001147	S101987262	Stationary	P21	EBIRD	40			5	1	G7821285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1333948087	2023-10-22 02:58:59.365321	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Ampitiya Lake, Beliatta, Southern Province, LK (6.041, 80.741)	L17637822	P	6.0412961	80.7412477	2022-02-04	11:31:00	obsr333980	S101986243	Traveling	P22	EBIRD	22	0.150		5	1	G7820995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334063908	2023-10-22 02:59:02.012114	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Isuru Villa - Beliaththa	L17638131	P	6.0424899	80.7549121	2022-02-04	13:04:00	obsr580318	S101993628	Stationary	P21	EBIRD	40			5	1	G7821285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1360656338	2023-10-22 03:00:20.957644	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Beliatta	LK-33-003					Puwakdandawa, Southern Province, LK (6.043, 80.737)	L18048133	P	6.0425505	80.7373499	2022-03-08	09:15:00	obsr1141763	S104417902	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1330990979	2023-10-22 02:58:45.455352	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-25	14:30:00	obsr729503	S101764768	Traveling	P22	EBIRD	180	15.000		3	0	G7811887	1	1	0		This is a list of most of our bird sighting on an OSC field visit to Bundala. My battery stopped half way through so the path is incomplete. I am updating waders that we saw based on my photographs.		
URN:CornellLabOfOrnithology:EBIRD:OBS1337244699	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				17					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-23	06:20:00	obsr2147752	S102259654	Traveling	P22	EBIRD	266	23.088		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1331192170	2023-10-23 19:23:23.64462	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				33					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-29	08:00:00	obsr1091489	S101778818	Traveling	P22	EBIRD	150	6.000		2	1		1	1	0		outside the Park		
URN:CornellLabOfOrnithology:EBIRD:OBS1332445951	2023-10-22 02:58:53.104949	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-25	14:30:00	obsr1656313	S101872638	Traveling	P22	EBIRD	180	15.000		3	0	G7811887	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1318025483	2023-11-25 02:53:55.584283	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-06	06:00:00	obsr1108640	S100697341	Traveling	P22	EBIRD	600	15.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1326558935	2022-01-29 07:08:08.158944	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-25	07:45:00	obsr1798085	S101396168	Traveling	P22	EBIRD	119	1.730		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327381923	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-26	08:04:00	obsr2920179	S101462134	Traveling	P22	EBIRD	164	7.241		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1352467839	2022-10-22 00:27:27.950734	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-22	06:51:00	obsr1858191	S103726435	Traveling	P22	EBIRD	291	29.120		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327386986	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				7					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-26	08:42:00	obsr736325	S101462388	Traveling	P22	EBIRD	138	1.450		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1328062020	2023-10-23 19:23:18.535245	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				16					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park	L16916457	P	6.1833817	81.2451875	2022-01-26	13:47:00	obsr736325	S101519453	Traveling	P22	EBIRD	128	7.360		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327497247	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-26	19:06:00	obsr2920179	S101471129	Stationary	P21	EBIRD	240			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1343010618	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				25					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-24	06:49:00	obsr3953	S102715642	Traveling	P22	EBIRD	277	25.733		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1318036677	2023-10-17 03:11:26.211935	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-01-07	06:00:00	obsr1108640	S100697977	Traveling	P22	EBIRD	240	10.000		5	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1758674686	2023-10-23 19:32:41.070504	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1961673	S141439470	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335500117	2023-10-23 19:23:34.872807	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Karagan Lewaya, Hambanthota	L13501212	P	6.1295157	81.1216347	2022-02-06	14:51:00	obsr225081	S102112522	Traveling	P22	EBIRD	5	0.740		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335535490	2023-10-23 19:23:37.388761	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr333980	S102114159	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332925258	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				7					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Saltern area	L17626503	P	6.1851450	81.2355945	2022-02-02	09:20:00	obsr1623604	S101908073	Traveling	P22	EBIRD	30	4.400		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332611073	2023-10-22 19:57:55.268382	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village Edge	L17622831	P	6.1943765	81.2746944	2022-02-02	13:25:00	obsr1623604	S101883194	Traveling	P22	EBIRD	27	0.460		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335535564	2023-10-23 08:01:53.92909	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Pallemalala Wewa	L17658313	P	6.1937271	81.1858388	2022-02-06	13:44:00	obsr333980	S102114160	Traveling	P22	EBIRD	30	1.200		5	1	G7830699	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335531750	2023-10-23 19:23:36.950359	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				20					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - Southern Section	L17658286	P	6.1922451	81.2279787	2022-02-06	08:26:00	obsr580318	S102114003	Traveling	P22	EBIRD	25	2.580		5	1	G7830704	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335531072	2023-10-23 19:23:36.520467	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr225081	S102113977	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332882295	2022-10-22 00:30:12.217886	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				6					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					B499 Kirinda, Southern Province, LK (6.201, 81.218)	L17626209	P	6.2005521	81.2175305	2022-02-02	07:58:00	obsr1623604	S101905916	Traveling	P22	EBIRD	13	1.640		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351043703	2023-10-23 19:23:56.551919	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1786051	S103610428	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335534907	2024-09-20 06:15:25.570512	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				46					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr1001147	S102114140	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351092309	2023-10-23 19:23:57.110364	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	08:54:00	obsr2300789	S103612972	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335534977	2023-10-23 19:23:37.062591	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				11					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr1001147	S102114151	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1339921254	2023-10-23 19:14:12.681435	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village Wetland, Southern Province, LK (6.188, 81.265)	L17714633	P	6.1884547	81.2645471	2022-02-12	08:56:00	obsr948503	S102465941	Stationary	P21	EBIRD	13			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1339358441	2023-10-23 08:02:02.148368	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				15					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bandu Wewa, Bundala Village, Southern Province, LK (6.194, 81.259)	L17706815	P	6.1935349	81.2585154	2022-02-11	18:00:00	obsr948503	S102421437	Traveling	P22	EBIRD	25	0.500		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335496943	2023-10-23 19:23:34.769004	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				11					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr225081	S102112524	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1339245977	2023-10-23 08:02:01.574895	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				20					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - Southern Section	L17658286	P	6.1922451	81.2279787	2022-02-06	08:26:00	obsr1001147	S102414977	Traveling	P22	EBIRD	25	2.580		5	1	G7830704	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546498955	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-23	07:00:00	obsr324892	S121180976	Traveling	P22	EBIRD	180	8.047		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1339898331	2023-10-23 19:14:12.452117	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bandu Wewa, Bundala Village, Southern Province, LK (6.194, 81.259)	L17706815	P	6.1935349	81.2585154	2022-02-12	07:41:00	obsr948503	S102464611	Traveling	P22	EBIRD	48	0.980		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335512760	2024-09-20 06:15:25.570512	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				46					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr580318	S102113040	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1355910545	2023-10-23 19:24:09.711849	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				20					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - Southern Section	L17658286	P	6.1922451	81.2279787	2022-02-06	08:26:00	obsr225081	S104010202	Traveling	P22	EBIRD	25	2.580		5	1	G7830704	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335521282	2023-10-23 19:23:35.653508	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Pallemalala Wewa	L17658313	P	6.1937271	81.1858388	2022-02-06	13:44:00	obsr1001147	S102113518	Traveling	P22	EBIRD	30	1.200		5	1	G7830699	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351065052	2023-10-23 19:23:56.667524	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				12					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	07:44:00	obsr1474585	S103611331	Traveling	P22	EBIRD	277	27.218		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335348145	2024-09-20 06:15:25.570512	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				46					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr225081	S102103263	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2605043971	2024-11-11 06:00:46.659097	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				20					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - Southern Section	L17658286	P	6.1922451	81.2279787	2022-02-06	08:26:00	obsr333980	S202125186	Traveling	P22	EBIRD	25	2.580		5	1	G7830704	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332918005	2023-10-22 20:01:28.618978	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-02	09:52:00	obsr1623604	S101908535	Traveling	P22	EBIRD	17	2.520		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335531537	2023-10-23 19:23:36.848959	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - East Section	L17658308	P	6.1822533	81.2234169	2022-02-06	10:01:00	obsr580318	S102113990	Traveling	P22	EBIRD	89	11.270		5	1	G7830702	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351081223	2023-10-23 19:23:57.000566	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1488057	S103612239	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335512782	2023-10-23 19:23:35.334126	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				11					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr580318	S102113042	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351826064	2023-10-23 19:23:58.007048	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				19					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-25	06:03:00	obsr1368802	S103671101	Traveling	P22	EBIRD	288	34.971		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1350208960	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				9					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-16	14:50:00	obsr765185	S103544040	Traveling	P22	EBIRD	190	18.500		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1353559961	2023-10-23 19:23:59.811387	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1777219	S103812093	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335519949	2023-10-23 19:23:35.543619	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr1001147	S102113493	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335530549	2023-10-23 19:23:36.408498	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Pallemalala Wewa	L17658313	P	6.1937271	81.1858388	2022-02-06	13:44:00	obsr580318	S102113959	Traveling	P22	EBIRD	30	1.200		5	1	G7830699	0	1	0				
