GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1332925238	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Saltern area	L17626503	P	6.1851450	81.2355945	2022-02-02	09:20:00	obsr1623604	S101908073	Traveling	P22	EBIRD	30	4.400		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351081221	2023-10-23 19:23:57.000566	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1488057	S103612239	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351826045	2023-10-23 19:23:58.007048	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				5					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-25	06:03:00	obsr1368802	S103671101	Traveling	P22	EBIRD	288	34.971		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1352730033	2023-10-22 19:59:15.31428	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-26	07:30:00	obsr2018658	S103748405	Traveling	P22	EBIRD	480	8.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335535513	2023-10-23 19:23:37.388761	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr333980	S102114159	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2605044192	2024-11-11 06:00:50.918682	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr333980	S202125188	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351094166	2023-10-23 19:23:57.110364	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	08:54:00	obsr2300789	S103612972	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351043701	2023-10-23 19:23:56.551919	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1786051	S103610428	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546514151	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-23	07:00:00	obsr324892	S121180976	Traveling	P22	EBIRD	180	8.047		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335496935	2023-10-23 19:23:34.769004	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr225081	S102112524	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335512735	2024-09-20 06:15:25.570512	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr580318	S102113040	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335534882	2024-09-20 06:15:25.570512	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr1001147	S102114140	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2605044261	2024-11-11 06:00:54.769529	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr333980	S202125190	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335519972	2023-10-23 19:23:35.543619	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr1001147	S102113493	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335348120	2024-09-20 06:15:25.570512	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr225081	S102103263	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1341027991	2023-10-23 19:14:15.527479	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Gona Widda Wewa, Bundala Sanctuary, Southern Province, LK (6.202, 81.262)	L17731250	P	6.2015578	81.2618267	2022-02-13	17:24:00	obsr948503	S102552402	Traveling	P22	EBIRD	41	0.800		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1338661126	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-10	13:45:00	obsr920183	S102367724	Traveling	P22	EBIRD	227	26.759		1	1		0	1	0		Very rough estimations of the counts.		
URN:CornellLabOfOrnithology:EBIRD:OBS1335531146	2023-10-23 19:23:36.630994	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr580318	S102113978	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1341028148	2022-10-22 00:33:21.774179	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Rota Wewa, Bundala Village, Southern Province, LK (6.194, 81.264)	L17730759	P	6.1943058	81.2637059	2022-02-13	17:14:00	obsr948503	S102549500	Traveling	P22	EBIRD	20	0.240		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1353559959	2023-10-23 19:23:59.811387	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1777219	S103812093	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1758674684	2023-10-23 19:32:41.070504	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-24	06:36:00	obsr1961673	S141439470	Traveling	P22	EBIRD	287	26.546		3	0	G7927605	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335512774	2023-10-23 19:23:35.334126	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr580318	S102113042	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1350208956	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-16	14:50:00	obsr765185	S103544040	Traveling	P22	EBIRD	190	18.500		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335531095	2023-10-23 19:23:36.520467	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr225081	S102113977	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1366257739	2023-10-23 19:24:26.618866	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-14	08:00:00	obsr2018658	S104865921	Traveling	P22	EBIRD	480	10.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1370170055	2023-10-23 19:24:30.859931	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-20	06:06:00	obsr941036	S105195956	Traveling	P22	EBIRD	118	16.810		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1362705282	2023-10-23 19:24:19.858029	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Hambantota, Southern Province, LK (6.193, 81.188)	L18075383	P	6.1933383	81.1879133	2022-03-11	09:49:00	obsr2300789	S104586432	Traveling	P22	EBIRD	40	1.700		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2591583204	2024-11-06 01:46:52.229754	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-21	06:00:00	obsr4693520	S201543218	Traveling	P22	EBIRD	240	8.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1362848835	2023-10-23 19:24:20.592165	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-11	15:39:00	obsr2300789	S104595382	Traveling	P22	EBIRD	152	16.800		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1362713367	2023-10-23 19:24:19.978071	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-10	15:56:00	obsr2300789	S104586348	Traveling	P22	EBIRD	124	12.700		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1363378562	2023-10-23 19:24:20.940892	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-12	06:18:00	obsr2300789	S104639179	Stationary	P21	EBIRD	71			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1361468582	2023-10-23 19:24:18.531039	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-09	06:30:00	obsr1869290	S104483112	Traveling	P22	EBIRD	480	25.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388896331	2024-10-22 15:51:07.552952	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-11	05:54:00	obsr1664561	S106769968	Traveling	P22	EBIRD	175	23.453		6	1	G8156107	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1459037929	2024-10-22 15:51:05.649782	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-03	06:23:00	obsr906919	S106146982	Traveling	P22	EBIRD	182	23.253		3	1	G8111681	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388837071	2024-10-22 15:51:07.053809	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-11	05:54:00	obsr2006505	S106766625	Traveling	P22	EBIRD	175	23.453		6	1	G8156107	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385083719	2022-04-11 19:39:57.71738	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Pallemalala Wewa	L17658313	P	6.1937271	81.1858388	2022-04-07	10:54:00	obsr1001147	S106448714	Stationary	P21	EBIRD	5			1	1	G8160392	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393495376	2023-10-23 19:25:06.944471	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-10	15:05:00	obsr2911401	S107154962	Traveling	P22	EBIRD	176	10.000		4	1	G8156768	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389578096	2023-10-23 19:25:00.584867	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					B499 Kirinda, Southern Province, LK (6.201, 81.218)	L18401738	P	6.2007000	81.2178091	2022-04-07	07:13:00	obsr3047223	S106828965	Traveling	P22	EBIRD	19	1.560		1	1	G8160401	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385060088	2023-10-22 19:56:44.175982	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-04-07	07:45:00	obsr1001147	S106447518	Traveling	P22	EBIRD	35	3.060		1	1	G8160399	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1379535711	2023-10-23 19:24:46.612331	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bandagiriya Lake, Southern Province, LK (6.254, 81.147)	L18321675	P	6.2540325	81.1465591	2022-04-01	06:45:00	obsr948503	S105988959	Traveling	P22	EBIRD	65	0.180		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389577806	2022-04-11 19:39:57.71738	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Pallemalala Wewa	L17658313	P	6.1937271	81.1858388	2022-04-07	10:54:00	obsr3047223	S106828955	Stationary	P21	EBIRD	5			1	1	G8160392	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1459043908	2024-10-22 15:51:06.371448	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-03	06:23:00	obsr609647	S106316368	Traveling	P22	EBIRD	182	23.253		3	1	G8111681	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387761892	2023-10-23 19:24:56.204593	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-09	09:29:00	obsr2300789	S106674966	Traveling	P22	EBIRD	302	10.000		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387760647	2023-10-23 19:24:56.089026	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-09	16:13:00	obsr2300789	S106674719	Traveling	P22	EBIRD	134	7.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389577959	2023-10-23 19:25:00.474072	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-04-07	08:21:00	obsr3047223	S106828961	Traveling	P22	EBIRD	13	2.130		1	1	G8160398	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385060988	2023-10-23 19:24:52.863749	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-04-07	09:40:00	obsr1001147	S106447585	Traveling	P22	EBIRD	10	2.600		1	1	G8160396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399680789	2024-10-22 15:51:13.697022	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				6					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-22	06:57:00	obsr2300789	S107672495	Traveling	P22	EBIRD	248	20.500		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389577996	2023-10-22 19:58:53.540069	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-04-07	07:45:00	obsr3047223	S106828963	Traveling	P22	EBIRD	35	3.060		1	1	G8160399	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389577893	2023-10-23 19:25:00.245359	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-04-07	09:40:00	obsr3047223	S106828959	Traveling	P22	EBIRD	10	2.600		1	1	G8160396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388949840	2023-10-23 19:24:58.731317	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-10	15:05:00	obsr2911396	S106774017	Traveling	P22	EBIRD	176	10.000		4	1	G8156768	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385070035	2023-10-23 19:24:53.103753	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-04-07	08:21:00	obsr1001147	S106447530	Traveling	P22	EBIRD	13	2.130		1	1	G8160398	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385001512	2023-10-23 19:24:52.582739	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					B499 Kirinda, Southern Province, LK (6.201, 81.218)	L18401738	P	6.2007000	81.2178091	2022-04-07	07:13:00	obsr1001147	S106443732	Traveling	P22	EBIRD	19	1.560		1	1	G8160401	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388870179	2023-10-23 19:24:58.206425	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-10	15:05:00	obsr1641852	S106768716	Traveling	P22	EBIRD	176	10.000		4	1	G8156768	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1388838378	2024-10-22 15:51:07.220928	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-11	05:54:00	obsr1656313	S106766675	Traveling	P22	EBIRD	175	23.453		6	1	G8156107	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1433188423	2024-05-03 16:41:40.6844	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-05-02	11:00:00	obsr1839073	S110463532	Traveling	P22	EBIRD	120	20.000		3	1	G9785911	0	1	0		Birding from Kirinda across Bundala National Park by vehicle.		
URN:CornellLabOfOrnithology:EBIRD:OBS1650387503	2024-05-04 02:44:46.225615	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-05-02	11:00:00	obsr3659822	S130419245	Traveling	P22	EBIRD	120	20.000		3	1	G9785911	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1483739402	2023-10-23 19:26:08.349893	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-07-06	06:00:00	obsr798445	S115516273	Traveling	P22	EBIRD	195	12.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1831477881	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-08-11		obsr1646910	S150341912	Historical	P62	EBIRD					1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1489870078	2023-10-23 19:26:13.804603	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-08-01	07:00:00	obsr1317926	S116138040	Stationary	P21	EBIRD	180			6	1		0	1	0				
